"Total Requirements, Industry-by-Industry - Summary"
322,Paper products,0.0087468,0.0011037,0.0034674,0.0055052,0.0032874,0.0020564,0.0083073,0.0206359,0.0272767,0.0257496,0.0175377,0.0136520,0.0046139,0.0260472,0.0239777,0.0065023,0.0375673,0.0225756,0.0417431,0.0211673,0.0060058,1.3054033,0.1407062,0.0033035,0.0130931,0.0329871,0.0067170,0.0028242,0.0053461,0.0027501,0.0040448,0.0031251,0.0038207,0.0043940,0.0039341,0.0139304,0.0026935,0.0078579,0.0033749,0.0037034,0.0021997,0.0029977,0.0033861,0.0022211,0.0039768,0.0039934,0.0031039,0.0004840,0.0041448,0.0053078,0.0021277,0.0027949,0.0043787,0.0029761,0.0087382,0.0072295,0.0047144,0.0040319,0.0053926,0.0059436,0.0093987,0.0028766,0.0044099,0.0155178,0.0102545,0.0066689,0.0043729,0.0084253,0.0042795,0.0107894,0.0056749
323,Printing and related support activities,0.0011493,0.0003668,0.0009505,0.0011396,0.0010092,0.0008674,0.0014054,0.0015046,0.0013559,0.0035556,0.0018635,0.0015322,0.0005456,0.0017425,0.0020484,0.0009544,0.0023433,0.0013532,0.0015838,0.0040639,0.0026420,0.0028032,1.0129892,0.0008491,0.0009291,0.0015834,0.0045323,0.0018950,0.0013108,0.0012074,0.0054648,0.0011284,0.0011072,0.0018787,0.0015506,0.0026195,0.0010438,0.0017881,0.0008226,0.0067571,0.0037941,0.0018134,0.0061826,0.0015274,0.0033904,0.0040474,0.0026208,0.0001930,0.0017613,0.0021974,0.0017585,0.0013930,0.0029565,0.0021978,0.0035444,0.0014618,0.0025294,0.0020792,0.0043249,0.0015562,0.0055859,0.0043251,0.0023752,0.0031466,0.0021095,0.0027868,0.0029099,0.0039363,0.0012496,0.0048092,0.0028624
324,Petroleum and coal products,0.0236355,0.0043905,0.0134982,0.0211940,0.0101730,0.0265774,0.0224579,0.0128905,0.0131978,0.0223593,0.0112549,0.0090728,0.0027029,0.0143755,0.0094308,0.0039849,0.0110873,0.0094692,0.0148056,0.0179892,0.0047853,0.0157903,0.0142072,1.0278919,0.0214447,0.0201421,0.0047456,0.0050826,0.0044183,0.0030139,0.0041106,0.0822388,0.0301927,0.0653818,0.0525501,0.0243554,0.0064485,0.0287077,0.0127752,0.0020877,0.0022680,0.0032451,0.0035071,0.0046509,0.0082897,0.0013099,0.0072220,0.0009718,0.0076452,0.0063764,0.0014798,0.0032069,0.0042356,0.0031889,0.0071787,0.0155753,0.0073642,0.0052196,0.0055747,0.0057542,0.0056563,0.0039340,0.0071143,0.0050123,0.0068765,0.0050958,0.0135155,0.0044608,0.0106090,0.0323758,0.0442163
325,Chemical products,0.0952840,0.0232329,0.0361828,0.0364712,0.0195928,0.0101510,0.0316282,0.0928090,0.0574054,0.0308095,0.0427811,0.0307604,0.0151506,0.0505639,0.0625626,0.0194195,0.0776651,0.0647435,0.0593595,0.3443321,0.0442562,0.0917022,0.1041195,0.0552542,1.2922654,0.3657009,0.0125661,0.0095534,0.0090076,0.0085769,0.0096635,0.0116494,0.0134099,0.0147396,0.0116944,0.0100700,0.0074457,0.0096940,0.0086125,0.0068096,0.0080347,0.0104894,0.0116337,0.0048148,0.0092511,0.0051257,0.0077295,0.0016728,0.0186690,0.0099076,0.0038635,0.0065825,0.0414188,0.0141625,0.0205569,0.0284799,0.0121124,0.0540731,0.0375679,0.0229377,0.0160351,0.0087709,0.0147139,0.0091140,0.0161439,0.0149928,0.0196369,0.0159264,0.0076010,0.0372677,0.0425780
326,Plastics and rubber products,0.0123385,0.0020535,0.0042876,0.0161593,0.0069426,0.0022673,0.0220812,0.0190193,0.0155977,0.0150461,0.0146121,0.0305776,0.0099541,0.0276505,0.0529577,0.0147282,0.0463720,0.0297187,0.0326159,0.0247751,0.0100302,0.0278022,0.0455564,0.0043096,0.0174521,1.0877065,0.0119307,0.0056310,0.0076497,0.0035355,0.0057251,0.0042407,0.0040540,0.0049368,0.0060845,0.0046848,0.0035716,0.0088751,0.0040905,0.0023997,0.0021777,0.0082930,0.0042844,0.0014374,0.0027771,0.0033867,0.0024463,0.0008475,0.0041242,0.0078612,0.0011861,0.0041100,0.0060545,0.0025380,0.0062125,0.0086570,0.0047136,0.0108082,0.0091129,0.0097537,0.0112002,0.0025466,0.0049326,0.0038521,0.0114362,0.0077594,0.0103855,0.0054079,0.0036107,0.0105340,0.0204299
42,Wholesale trade,0.1517413,0.0377102,0.0588400,0.0724110,0.0379828,0.0246781,0.0902601,0.1549285,0.0929250,0.1860005,0.1294117,0.1383580,0.0652419,0.1553379,0.2374041,0.0908713,0.1403821,0.0841454,0.1753984,0.1283909,0.0770862,0.1378839,0.0925253,0.0763219,0.1046744,0.1439705,1.0446327,0.0268837,0.0206766,0.0190200,0.0282551,0.0342412,0.0510786,0.0637541,0.0494788,0.0290066,0.0212965,0.0332388,0.0259617,0.0334218,0.0091890,0.0383797,0.0212569,0.0091227,0.0173946,0.0074017,0.0166393,0.0038198,0.0229347,0.0510084,0.0081665,0.0163963,0.0296696,0.0287874,0.0307600,0.0554584,0.0251435,0.0410061,0.0387319,0.0283638,0.0432596,0.0154101,0.0320442,0.0257213,0.0500071,0.0351827,0.0580073,0.0263912,0.0305883,0.0465007,0.0809587
441,Motor vehicle and parts dealers,0.0007338,0.0001663,0.0013154,0.0028030,0.0013136,0.0003544,0.0022219,0.0042192,0.0024747,0.0018954,0.0021811,0.0059458,0.0007835,0.0010447,0.0087357,0.0030119,0.0027698,0.0020962,0.0024200,0.0013003,0.0007396,0.0034655,0.0016207,0.0009302,0.0011053,0.0015445,0.0005388,1.0018397,0.0025382,0.0006389,0.0017167,0.0005536,0.0008591,0.0012958,0.0043696,0.0009595,0.0005146,0.0006273,0.0008046,0.0005040,0.0004286,0.0005898,0.0005614,0.0002962,0.0004911,0.0002311,0.0003861,0.0001728,0.0010690,0.0025925,0.0002390,0.0004319,0.0006965,0.0004835,0.0040840,0.0015832,0.0005096,0.0004036,0.0006629,0.0005335,0.0005373,0.0004574,0.0007161,0.0005634,0.0007923,0.0055775,0.0007174,0.0004792,0.0005356,0.0006081,0.0010835
445,Food and beverage stores,0.0001621,0.0000136,0.0000215,0.0000369,0.0000194,0.0001122,0.0001358,0.0000474,0.0000669,0.0000619,0.0000434,0.0000492,0.0000138,0.0000624,0.0000505,0.0000201,0.0000782,0.0000533,0.0000979,0.0000524,0.0000270,0.0000529,0.0002681,0.0000304,0.0000821,0.0000537,0.0000340,0.0000460,1.0000355,0.0000225,0.0000361,0.0000782,0.0000643,0.0000448,0.0007041,0.0003031,0.0000252,0.0001703,0.0000294,0.0000168,0.0000172,0.0000207,0.0000291,0.0000264,0.0000343,0.0000154,0.0000332,0.0000281,0.0000881,0.0000425,0.0000183,0.0000292,0.0000303,0.0000270,0.0000849,0.0000368,0.0000377,0.0000501,0.0000590,0.0000659,0.0000451,0.0000286,0.0000409,0.0001473,0.0011559,0.0000410,0.0000262,0.0000191,0.0000269,0.0000377,0.0000507
452,General merchandise stores,0.0004553,0.0000446,0.0001051,0.0002120,0.0000952,0.0002774,0.0009290,0.0002889,0.0002620,0.0002314,0.0001974,0.0003867,0.0000731,0.0002751,0.0004635,0.0001580,0.0004012,0.0002923,0.0003647,0.0002050,0.0000998,0.0002692,0.0009233,0.0001121,0.0001793,0.0001828,0.0000996,0.0001977,0.0002086,1.0000844,0.0001687,0.0001294,0.0002174,0.0001683,0.0020136,0.0008378,0.0001000,0.0004573,0.0001049,0.0000611,0.0000547,0.0000763,0.0000877,0.0000580,0.0000929,0.0000413,0.0000752,0.0001570,0.0002750,0.0002160,0.0000434,0.0000619,0.0000862,0.0000680,0.0004161,0.0001440,0.0001622,0.0000797,0.0001185,0.0001040,0.0001013,0.0000987,0.0001162,0.0003522,0.0003922,0.0003464,0.0000949,0.0000706,0.0000838,0.0001047,0.0002420
4A0,Other retail,0.0056353,0.0005312,0.0012233,0.0037353,0.0013578,0.0042081,0.0415357,0.0063241,0.0028366,0.0030198,0.0022994,0.0035026,0.0008336,0.0035641,0.0036623,0.0013154,0.0050239,0.0034220,0.0042190,0.0037275,0.0012043,0.0031661,0.0177172,0.0017944,0.0045200,0.0029005,0.0014141,0.0042721,0.0020169,0.0030451,1.0021604,0.0017769,0.0036092,0.0095717,0.0239783,0.0096470,0.0023156,0.0062953,0.0013675,0.0007103,0.0008585,0.0010899,0.0011875,0.0009974,0.0013978,0.0006103,0.0011634,0.0027860,0.0038771,0.0016389,0.0005805,0.0007490,0.0011455,0.0009041,0.0026256,0.0016752,0.0014001,0.0013515,0.0016989,0.0017257,0.0015131,0.0029931,0.0025548,0.0071482,0.0077673,0.0032530,0.0016414,0.0008878,0.0013318,0.0018489,0.0077356
481,Air transportation,0.0029441,0.0024487,0.0012484,0.0017989,0.0019682,0.0014918,0.0020825,0.0049377,0.0059740,0.0036787,0.0028638,0.0023650,0.0008920,0.0024453,0.0033363,0.0017236,0.0032061,0.0019370,0.0030542,0.0023380,0.0017514,0.0033808,0.0029191,0.0012346,0.0016783,0.0033690,0.0037281,0.0018571,0.0015697,0.0011516,0.0018149,1.0034983,0.0017286,0.0055769,0.0084410,0.0020775,0.0011648,0.0065556,0.0032615,0.0015544,0.0018056,0.0017750,0.0030021,0.0033719,0.0050060,0.0008068,0.0045449,0.0002811,0.0064082,0.0038060,0.0018956,0.0042973,0.0023571,0.0017477,0.0035778,0.0038579,0.0030081,0.0028696,0.0020048,0.0023277,0.0028420,0.0017201,0.0026952,0.0014521,0.0030785,0.0019524,0.0091067,0.0090306,0.0055646,0.0021649,0.0020910
482,Rail transportation,0.0084021,0.0009833,0.0031265,0.0082539,0.0019685,0.0048209,0.0040911,0.0102883,0.0197747,0.0205895,0.0091981,0.0053676,0.0011474,0.0079871,0.0073480,0.0026517,0.0078455,0.0039449,0.0115607,0.0053739,0.0013672,0.0186553,0.0052703,0.0046420,0.0082900,0.0118738,0.0009763,0.0008020,0.0009272,0.0005909,0.0007811,0.0018201,1.0039652,0.0020991,0.0114997,0.0011147,0.0010128,0.0020050,0.0009360,0.0004307,0.0004127,0.0009962,0.0007717,0.0003899,0.0008351,0.0003209,0.0006962,0.0001935,0.0012023,0.0009782,0.0003334,0.0005047,0.0010991,0.0005564,0.0014405,0.0018789,0.0010706,0.0012625,0.0012954,0.0012064,0.0019831,0.0006924,0.0013807,0.0012834,0.0025452,0.0012241,0.0016288,0.0034111,0.0084999,0.0025241,0.0077864
483,Water transportation,0.0028539,0.0001854,0.0013845,0.0019100,0.0005139,0.0005624,0.0010356,0.0004538,0.0035917,0.0029939,0.0013592,0.0007633,0.0001856,0.0014783,0.0008550,0.0003246,0.0007053,0.0006650,0.0030567,0.0010167,0.0002404,0.0010585,0.0004007,0.0010858,0.0013736,0.0011026,0.0002431,0.0002001,0.0001767,0.0001191,0.0001861,0.0003483,0.0002770,1.0008246,0.0003300,0.0002214,0.0003489,0.0002322,0.0003128,0.0001105,0.0001016,0.0001602,0.0001776,0.0000892,0.0002066,0.0000761,0.0001649,0.0000432,0.0002448,0.0002220,0.0000582,0.0001016,0.0003286,0.0001439,0.0002802,0.0004078,0.0004034,0.0002960,0.0003217,0.0002504,0.0003943,0.0001582,0.0003245,0.0002795,0.0005100,0.0002233,0.0033466,0.0007074,0.0132248,0.0006643,0.0010735
484,Truck transportation,0.0386629,0.0110283,0.0096944,0.0224814,0.0066853,0.0069400,0.0234545,0.0354545,0.0452930,0.0559189,0.0304657,0.0231204,0.0072012,0.0287994,0.0315392,0.0138206,0.0330120,0.0152842,0.0564240,0.0278611,0.0149663,0.0345298,0.0187210,0.0205937,0.0157968,0.0229403,0.0091511,0.0118737,0.0085915,0.0054182,0.0094100,0.0196883,0.0117074,0.0153190,1.0480463,0.0073850,0.0061261,0.0306544,0.0137086,0.0038560,0.0027246,0.0045152,0.0050362,0.0017298,0.0035288,0.0015425,0.0030065,0.0009153,0.0058695,0.0061732,0.0016500,0.0027517,0.0050690,0.0028456,0.0055505,0.0128337,0.0052154,0.0047457,0.0064049,0.0054481,0.0094876,0.0041716,0.0075006,0.0057669,0.0099612,0.0065876,0.0146749,0.0045773,0.0159000,0.0092828,0.0155580
485,Transit and ground passenger transportation,0.0010177,0.0003222,0.0010858,0.0013616,0.0020339,0.0022245,0.0017874,0.0022111,0.0024706,0.0026949,0.0022639,0.0016145,0.0004953,0.0015270,0.0018355,0.0009283,0.0023940,0.0015037,0.0015436,0.0012761,0.0014116,0.0022721,0.0025556,0.0009157,0.0008823,0.0020515,0.0024693,0.0021483,0.0016721,0.0013213,0.0019022,0.0012145,0.0052696,0.0023536,0.0014828,1.0019568,0.0011878,0.0019799,0.0012318,0.0017834,0.0032658,0.0030150,0.0041856,0.0050742,0.0059170,0.0022365,0.0056893,0.0003745,0.0090979,0.0048647,0.0030153,0.0063510,0.0035477,0.0023401,0.0046917,0.0042607,0.0045218,0.0043357,0.0068045,0.0051296,0.0030743,0.0169447,0.0030072,0.0017908,0.0038486,0.0024385,0.0010712,0.0012219,0.0010781,0.0085787,0.0051396
486,Pipeline transportation,0.0026453,0.0004080,0.0253977,0.0024302,0.0007984,0.0255826,0.0016032,0.0014828,0.0020435,0.0024056,0.0014387,0.0010385,0.0003669,0.0014215,0.0011528,0.0006986,0.0013207,0.0009279,0.0017651,0.0021151,0.0007837,0.0022846,0.0016548,0.0358413,0.0029315,0.0021878,0.0007550,0.0009179,0.0012216,0.0008550,0.0008296,0.0055722,0.0020739,0.0046712,0.0040001,0.0018672,1.0013573,0.0022541,0.0015749,0.0003443,0.0004185,0.0006924,0.0006570,0.0005296,0.0008685,0.0002281,0.0009768,0.0000933,0.0013985,0.0008288,0.0002980,0.0003903,0.0005463,0.0005833,0.0008114,0.0017794,0.0012737,0.0006916,0.0008996,0.0010529,0.0007692,0.0007075,0.0012717,0.0011317,0.0012730,0.0008282,0.0012380,0.0005209,0.0062473,0.0025408,0.0278108
487OS,Other transportation and support activities,0.0115685,0.0040550,0.0050450,0.0125811,0.0039865,0.0138317,0.0084990,0.0185952,0.0194035,0.0168407,0.0104411,0.0090588,0.0035367,0.0106119,0.0137213,0.0057248,0.0142068,0.0068849,0.0153436,0.0114543,0.0074897,0.0163012,0.0119002,0.0074039,0.0069692,0.0120132,0.0346816,0.0128049,0.0105161,0.0049135,0.0180316,0.1068946,0.0190979,0.0789141,0.1341673,0.0178672,0.0186659,1.1255995,0.0396110,0.0047030,0.0075410,0.0040409,0.0109697,0.0029245,0.0105518,0.0014771,0.0073481,0.0005512,0.0047522,0.0182168,0.0031917,0.0042313,0.0061337,0.0040706,0.0066716,0.0185487,0.0042662,0.0056678,0.0099438,0.0049660,0.0090111,0.0068713,0.0081206,0.0036585,0.0067006,0.0050082,0.0060156,0.0039821,0.0164857,0.0050745,0.0161534
493,Warehousing and storage,0.0073955,0.0010981,0.0022170,0.0045490,0.0016508,0.0024530,0.0052129,0.0171128,0.0198532,0.0068827,0.0061957,0.0056738,0.0030379,0.0059071,0.0076431,0.0033672,0.0089648,0.0062622,0.0109921,0.0331604,0.0163317,0.0248117,0.0180396,0.0031241,0.0062152,0.0195932,0.0181419,0.0352384,0.0300689,0.0171224,0.0278952,0.0028696,0.0027055,0.0194101,0.0171947,0.0057996,0.0081895,0.0068183,1.0389541,0.0025025,0.0026524,0.0026291,0.0042445,0.0008738,0.0017036,0.0008169,0.0014299,0.0003064,0.0033672,0.0052224,0.0012949,0.0017895,0.0023075,0.0015989,0.0097259,0.0054964,0.0018929,0.0026971,0.0044078,0.0029022,0.0033683,0.0028462,0.0027499,0.0022811,0.0048270,0.0030069,0.0029983,0.0041185,0.0016892,0.0055842,0.0043653
511,"Publishing industries, except internet (includes software)",0.0018114,0.0005103,0.0018237,0.0020502,0.0017452,0.0029027,0.0031333,0.0034272,0.0033323,0.0037887,0.0034581,0.0027122,0.0010102,0.0027139,0.0027359,0.0026376,0.0036572,0.0023947,0.0023766,0.0021785,0.0019508,0.0033265,0.0031989,0.0015142,0.0012827,0.0023484,0.0047587,0.0070668,0.0028627,0.0027930,0.0044083,0.0025351,0.0031697,0.0037188,0.0022073,0.0031320,0.0022379,0.0037190,0.0023248,1.1006743,0.0022985,0.0040368,0.0123639,0.0044673,0.0082615,0.0027884,0.0082273,0.0004224,0.0044484,0.0042034,0.0059656,0.0066595,0.0060930,0.0035654,0.0092940,0.0046451,0.0056047,0.0029405,0.0058539,0.0029610,0.0050560,0.0033938,0.0037233,0.0026273,0.0041880,0.0042707,0.0033756,0.0071889,0.0021417,0.0087165,0.0065897
512,Motion picture and sound recording industries,0.0005707,0.0001688,0.0006904,0.0007333,0.0006692,0.0006410,0.0008890,0.0007944,0.0009652,0.0010205,0.0009179,0.0007291,0.0003043,0.0007359,0.0008113,0.0005416,0.0009247,0.0006741,0.0007546,0.0006872,0.0006557,0.0008581,0.0009374,0.0005914,0.0004119,0.0007481,0.0012697,0.0034652,0.0023926,0.0005955,0.0011803,0.0015698,0.0007153,0.0013438,0.0009342,0.0012936,0.0031075,0.0010527,0.0005371,0.0020558,1.2581891,0.0821213,0.0032184,0.0013641,0.0024258,0.0009134,0.0022131,0.0001328,0.0023011,0.0015975,0.0011640,0.0012578,0.0034909,0.0019164,0.0018907,0.0013711,0.0034273,0.0011523,0.0012685,0.0058229,0.0092431,0.0049494,0.0018780,0.0047184,0.0068527,0.0018068,0.0018970,0.0055414,0.0017018,0.0027592,0.0014634
513,Broadcasting and telecommunications,0.0053508,0.0015434,0.0057163,0.0062628,0.0060501,0.0058730,0.0088093,0.0076412,0.0096043,0.0096317,0.0090067,0.0067504,0.0025638,0.0068741,0.0071763,0.0053254,0.0089191,0.0065021,0.0068528,0.0063761,0.0059091,0.0080346,0.0094760,0.0048328,0.0036345,0.0069645,0.0113116,0.0137777,0.0081642,0.0051328,0.0112395,0.0111098,0.0064293,0.0107746,0.0088958,0.0136093,0.0226394,0.0096141,0.0047454,0.0146274,0.0117239,1.1144655,0.0374371,0.0134860,0.0215870,0.0093799,0.0213445,0.0012435,0.0214171,0.0116243,0.0125113,0.0105147,0.0135169,0.0100608,0.0185293,0.0141516,0.0126770,0.0091018,0.0106962,0.0112550,0.0078743,0.0107755,0.0139669,0.0218618,0.0134712,0.0124010,0.0182206,0.0151838,0.0121292,0.0294572,0.0140708
514,"Data processing, internet publishing, and other information services",0.0067585,0.0022749,0.0075216,0.0093589,0.0076751,0.0146565,0.0127304,0.0178591,0.0200613,0.0186557,0.0175882,0.0139250,0.0039760,0.0144579,0.0124827,0.0111701,0.0205791,0.0126220,0.0113424,0.0114028,0.0095047,0.0186755,0.0148564,0.0063712,0.0057582,0.0118586,0.0156733,0.0343742,0.0158831,0.0109073,0.0229226,0.0114803,0.0101486,0.0172560,0.0093993,0.0151076,0.0128288,0.0112811,0.0079831,0.0277627,0.0112682,0.0184051,1.0504686,0.0262056,0.0330092,0.0115228,0.0399615,0.0021865,0.0195290,0.0157548,0.0183656,0.0222950,0.0226139,0.0165923,0.0464018,0.0277320,0.0247095,0.0102538,0.0182804,0.0127337,0.0126028,0.0181457,0.0192395,0.0125488,0.0254068,0.0220831,0.0195940,0.0246147,0.0118894,0.0291024,0.0305119
521CI,"Federal Reserve banks, credit intermediation, and related activities",0.0269776,0.0138512,0.0231449,0.0306948,0.0282360,0.0226749,0.0204401,0.0244619,0.0250432,0.0296282,0.0245067,0.0211070,0.0165645,0.0266394,0.0291969,0.0134978,0.0290819,0.0267954,0.0245154,0.0231550,0.0496143,0.0255801,0.0237581,0.0184592,0.0170726,0.0248914,0.0319576,0.0259856,0.0234440,0.0213499,0.0238068,0.0285348,0.0906601,0.0477011,0.0258511,0.0594154,0.0487617,0.0242109,0.0128039,0.0237704,0.0317844,0.0378056,0.0263123,1.0778228,0.1294353,0.0088049,0.1204392,0.0515899,0.0761207,0.0531993,0.0138702,0.0144242,0.0209650,0.0596637,0.0205127,0.0243822,0.0174692,0.0181302,0.0246247,0.0207783,0.0171243,0.0217443,0.0298560,0.0291799,0.0345216,0.0273500,0.0094704,0.0430950,0.0206052,0.0195365,0.0319262
523,"Securities, commodity contracts, and investments",0.0059578,0.0019462,0.0117979,0.0370520,0.0902111,0.0054000,0.0067009,0.0054748,0.0088334,0.0224051,0.0170073,0.0129544,0.0032337,0.0130382,0.0137460,0.0061652,0.0171244,0.0112378,0.0061797,0.0051914,0.0072494,0.0063528,0.0052411,0.0080562,0.0039801,0.0058896,0.0081587,0.0051889,0.0053593,0.0048492,0.0056918,0.0187709,0.0167248,0.0270086,0.0081498,0.0437665,0.0110934,0.0138820,0.0041811,0.0040848,0.0107606,0.0063511,0.0047753,0.0501163,1.0894710,0.0124053,0.6417911,0.0043628,0.0182851,0.0214965,0.0043959,0.0042878,0.0054050,0.0275598,0.0063071,0.0068606,0.0052635,0.0066570,0.0229928,0.0077591,0.0151518,0.0135186,0.0069797,0.0058819,0.0257946,0.0097238,0.0030329,0.0052301,0.0049732,0.0047459,0.0245985
524,Insurance carriers and related activities,0.0321913,0.0144875,0.0275551,0.0278991,0.0363690,0.0136463,0.0151984,0.0218945,0.0325877,0.0283072,0.0232256,0.0215338,0.0067370,0.0287776,0.0337756,0.0149989,0.0284210,0.0166420,0.0309863,0.0261650,0.0205920,0.0232133,0.0171694,0.0208423,0.0152141,0.0221505,0.0454011,0.0345666,0.0250157,0.0197731,0.0279857,0.0224506,0.0159832,0.0575747,0.0843077,0.2411729,0.0226802,0.0378593,0.0373016,0.0095676,0.0264218,0.0186978,0.0146717,0.0198898,0.0563954,1.5984350,0.1137264,0.0102197,0.0909184,0.0634159,0.0192768,0.0152455,0.0197703,0.0166735,0.0258662,0.0343527,0.0259942,0.0333689,0.0508954,0.0435724,0.0689134,0.0433887,0.0400035,0.0190438,0.0333739,0.0222528,0.0095112,0.0120683,0.1219742,0.0143331,0.0744302
