refYear,partner,cmd,value,qty,unit_price,value_total_cmd,qty_total_cmd,value_share_cmd,qty_share_cmd
2019,Canada,goods_vehicles,3872983838.0,105220.0,36808.437920547425,32075232076.0,1092836.0,0.1207468687622661,0.09628160126496565
2019,Canada,passenger_vehicles,37819393693.0,1585277.0,23856.64694119703,157543160477.0,7175578.0,0.24005735049679494,0.22092673231341084
2019,China,goods_vehicles,2774057.0,291.0,9532.841924398625,32075232076.0,1092836.0,8.648595257010355e-05,0.0002662796613581544
2019,China,passenger_vehicles,1797212882.0,252364.0,7121.510524480513,157543160477.0,7175578.0,0.011407749321255862,0.035169849731965845
2019,EU,goods_vehicles,873317387.0,39961.0,21854.24256149746,32075232076.0,1092836.0,0.027227157232432055,0.03656632834203851
2019,EU,passenger_vehicles,23599315275.0,580595.0,40646.77662570294,157543160477.0,7175578.0,0.1497958731026302,0.08091264564331961
2019,Japan,goods_vehicles,980429373.0,22460.0,43652.2427871772,32075232076.0,1092836.0,0.030566555860825628,0.02055203159485961
2019,Japan,passenger_vehicles,39931095073.0,1735445.0,23009.1389084644,157543160477.0,7175578.0,0.25346130515662474,0.2418543844133532
2019,Korea,goods_vehicles,1062161.0,7.0,151737.2857142857,32075232076.0,1092836.0,3.311467856205325e-05,6.40535267871849e-06
2019,Korea,passenger_vehicles,16337646332.0,916610.0,17823.988754213897,157543160477.0,7175578.0,0.10370266968450947,0.12774023221543965
2019,Mexico,goods_vehicles,26344665260.0,924897.0,28483.89091974566,32075232076.0,1092836.0,0.8213398175133441,0.8463273537840994
2019,Mexico,passenger_vehicles,38058497222.0,2105287.0,18077.58145184006,157543160477.0,7175578.0,0.24157505223818476,0.2933961556825109
2020,Canada,goods_vehicles,1231335010.0,15500.0,79440.96838709677,25474677157.0,864577.0,0.04833564729442118,0.017927842170217343
2020,Canada,passenger_vehicles,29544150457.0,1226561.0,24086.980147746424,128055163303.0,5946372.0,0.2307142460713871,0.20627047887350472
2020,China,goods_vehicles,7224572.0,735.0,9829.349659863945,25474677157.0,864577.0,0.00028359817694548537,0.0008501267093619192
2020,China,passenger_vehicles,1689004306.0,393003.0,4297.688073627936,128055163303.0,5946372.0,0.013189661880353332,0.0660912233543411
2020,EU,goods_vehicles,810851069.0,35279.0,22983.958417188696,25474677157.0,864577.0,0.03182968969548618,0.0408049254143934
2020,EU,passenger_vehicles,17382734911.0,430329.0,40394.05875736936,128055163303.0,5946372.0,0.1357441157594679,0.07236832811670713
2020,Japan,goods_vehicles,485563773.0,10988.0,44190.36885693484,25474677157.0,864577.0,0.01906064481239463,0.012709105146216012
2020,Japan,passenger_vehicles,32994198594.0,1408280.0,23428.720562672195,128055163303.0,5946372.0,0.2576561361757057,0.23683012095442396
2020,Korea,passenger_vehicles,16554249415.0,874245.0,18935.48080343611,128055163303.0,5946372.0,0.12927436104883852,0.14702157887195755
2020,Mexico,goods_vehicles,22939702733.0,802075.0,28600.446009413085,25474677157.0,864577.0,0.9004904200207525,0.9277080005598113
2020,Mexico,passenger_vehicles,29890825620.0,1613954.0,18520.24631433114,128055163303.0,5946372.0,0.23342147906424743,0.27141826982906553
2021,Canada,goods_vehicles,1169582792.0,14628.0,79955.07191687175,30265121396.0,976219.0,0.038644576266413995,0.014984342652622005
2021,Canada,passenger_vehicles,25452099799.0,981646.0,25927.9819802658,128333984183.0,5545489.0,0.1983270445551363,0.17701703132041197
2021,China,goods_vehicles,19020110.0,1978.0,9615.829120323559,30265121396.0,976219.0,0.0006284498169075179,0.0020261846983105226
2021,China,passenger_vehicles,2136518233.0,491214.0,4349.4652697195115,128333984183.0,5545489.0,0.01664810959155913,0.0885790234188545
2021,EU,goods_vehicles,533619690.0,19859.0,26870.420967823153,30265121396.0,976219.0,0.01763150667786603,0.020342771447800136
2021,EU,passenger_vehicles,20009132401.0,404409.0,49477.46563751054,128333984183.0,5545489.0,0.15591452668116063,0.07292576001863857
2021,Japan,goods_vehicles,700633654.0,16079.0,43574.454505877235,30265121396.0,976219.0,0.023149870930060087,0.016470689466195596
2021,Japan,passenger_vehicles,33390640672.0,1353572.0,24668.536784153337,128333984183.0,5545489.0,0.26018549088592197,0.24408523756876985
2021,Korea,goods_vehicles,1655523.0,29.0,57087.0,30265121396.0,976219.0,5.4700689230303325e-05,2.9706449065219997e-05
2021,Korea,passenger_vehicles,17763222091.0,826501.0,21492.075739775268,128333984183.0,5545489.0,0.13841401561779798,0.149040237930325
2021,Mexico,goods_vehicles,27840609627.0,923646.0,30142.07783826271,30265121396.0,976219.0,0.9198908956195221,0.9461463052860065
2021,Mexico,passenger_vehicles,29582370987.0,1488147.0,19878.661843890422,128333984183.0,5545489.0,0.230510812668424,0.26835270974300013
2022,Canada,goods_vehicles,3720263204.0,96559.0,38528.39408030323,34014245522.0,1057698.0,0.10937367996575961,0.09129165413946136
2022,Canada,passenger_vehicles,26369429989.0,994592.0,26512.811272360927,146553936282.0,5838991.0,0.17992986512665057,0.17033627899066808
2022,China,goods_vehicles,14192617.0,8611.0,1648.1961444663802,34014245522.0,1057698.0,0.00041725508774905466,0.008141265276099605
2022,China,passenger_vehicles,2551571197.0,472322.0,5402.1857906258865,146553936282.0,5838991.0,0.01741045830451289,0.08089103065923547
2022,EU,goods_vehicles,954087759.0,34654.0,27531.821983032263,34014245522.0,1057698.0,0.02804965226651603,0.032763605490414086
2022,EU,passenger_vehicles,25377425038.0,448634.0,56565.98705849311,146553936282.0,5838991.0,0.17316099234051688,0.0768341653549389
2022,Japan,goods_vehicles,853457298.0,19231.0,44379.24694503666,34014245522.0,1057698.0,0.025091172386816407,0.0181819385117491
2022,Japan,passenger_vehicles,33524672675.0,1309665.0,25597.899214684672,146553936282.0,5838991.0,0.2287531370736547,0.22429645806955345
2022,Korea,goods_vehicles,2708170.0,196.0,13817.19387755102,34014245522.0,1057698.0,7.961869970769713e-05,0.00018530809361462345
2022,Korea,passenger_vehicles,22217941290.0,939537.0,23647.755532778378,146553936282.0,5838991.0,0.15160248747770308,0.16090742390252014
2022,Mexico,goods_vehicles,28469536474.0,898447.0,31687.496840659493,34014245522.0,1057698.0,0.8369886215934512,0.8494362284886612
2022,Mexico,passenger_vehicles,36512896093.0,1674241.0,21808.626173292854,146553936282.0,5838991.0,0.2491430596769619,0.28673464302308393
2023,Canada,goods_vehicles,6591531738.0,164202.0,40142.82248693682,41813334656.0,1231730.0,0.15764185736987493,0.13331005983454167
2023,Canada,passenger_vehicles,34871101765.0,1236016.0,28212.50029530362,186670792297.0,6892346.0,0.18680534504572527,0.1793316818395362
2023,China,goods_vehicles,10990101.0,15172.0,724.3673213814923,41813334656.0,1231730.0,0.00026283722861178156,0.012317634546532114
2023,China,passenger_vehicles,2539387622.0,387569.0,6552.091684319437,186670792297.0,6892346.0,0.01360356160035868,0.056231796836664905
2023,EU,goods_vehicles,1309665538.0,36281.0,36097.83462418346,41813334656.0,1231730.0,0.031321719465205816,0.029455318941651175
2023,EU,passenger_vehicles,32162645231.0,560174.0,57415.45525318919,186670792297.0,6892346.0,0.17229607714863107,0.08127479380750763
2023,Japan,goods_vehicles,998541280.0,23000.0,43414.83826086957,41813334656.0,1231730.0,0.02388092909152163,0.01867292344913252
2023,Japan,passenger_vehicles,40876679872.0,1465999.0,27883.15672248071,186670792297.0,6892346.0,0.21897737385162924,0.21269956557607525
2023,Korea,goods_vehicles,13409106.0,1110.0,12080.275675675675,41813334656.0,1231730.0,0.00032068970605471337,0.0009011715229798738
2023,Korea,passenger_vehicles,31256082379.0,1265428.0,24700.008518066614,186670792297.0,6892346.0,0.16743959777740933,0.18359902419292357
2023,Mexico,goods_vehicles,32889196893.0,991965.0,33155.60215632608,41813334656.0,1231730.0,0.7865719671387311,0.8053428917051627
2023,Mexico,passenger_vehicles,44964895428.0,1977160.0,22742.16321794898,186670792297.0,6892346.0,0.2408780445762464,0.28686313774729244
2024,Canada,goods_vehicles,7183995383.0,168434.0,42651.69373760642,46127391896.0,1322238.0,0.155742501097769,0.12738553876079797
2024,Canada,passenger_vehicles,28400124287.0,983607.0,28873.446698732318,192112048113.0,7161390.0,0.14783104217542406,0.13734861528278727
2024,China,goods_vehicles,13063597.0,25991.0,502.62002231541686,46127391896.0,1322238.0,0.00028320692896432385,0.019656824263105433
2024,China,passenger_vehicles,3820890620.0,576641.0,6626.116804042724,192112048113.0,7161390.0,0.019888865157236563,0.08052082067866713
2024,EU,goods_vehicles,688886928.0,12062.0,57112.1644835019,46127391896.0,1322238.0,0.014934443498413743,0.009122412152728934
2024,EU,passenger_vehicles,31118257476.0,532706.0,58415.44393342669,192112048113.0,7161390.0,0.16197972892203144,0.07438583850341902
2024,Japan,goods_vehicles,973182300.0,21396.0,45484.310151430174,46127391896.0,1322238.0,0.021097709191843356,0.016181655647470424
2024,Japan,passenger_vehicles,40765669517.0,1388330.0,29363.097762779744,192112048113.0,7161390.0,0.2121973604332285,0.19386320253470346
2024,Korea,goods_vehicles,19983579.0,1382.0,14459.897973950796,46127391896.0,1322238.0,0.00043322585948617014,0.001045197611927656
2024,Korea,passenger_vehicles,38020148676.0,1554318.0,24460.98460932705,192112048113.0,7161390.0,0.19790611286199297,0.21704138442397355
2024,Mexico,goods_vehicles,37248280109.0,1092973.0,34079.7806615534,46127391896.0,1322238.0,0.8075089134235234,0.8266083715639696
2024,Mexico,passenger_vehicles,49986957537.0,2125788.0,23514.55438500923,192112048113.0,7161390.0,0.2601968904500865,0.29684013857644953
